auxiliary_index,side,direction,medium,m,n,order_m,order_n,polarization,alpha,gamma,beta,kz,vertical_sign,propagating,power_carrying,rayleigh_warning,refractive_index,auxiliary_amplitude_total_projection,incident_projection,outgoing_amplitude,boundary_phase,outgoing_amplitude_at_boundary,modal_power_code_units,power_ratio,power_source,R,T
342,bottom,outgoing_down,substrate,-16,-1,-16,-1,s,-7.5417362877266547e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,9.6344289566909291e-01+7.0930927747454298e-03j,-9.6344289566909291e-01-7.0930927747454298e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-2.5453186780164352e-16-3.5753513418936351e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.5453186780164352e-16-3.5753513418936351e-15j,-9.1112916945388411e-01-1.9386788915252395e-01j,-4.6123440832190579e-16+3.3069524545781316e-15j,5.3421891306192445e-27,4.897606894331121e-28,dtn_port_modal_amplitudes,0.0,4.897606894331121e-28
343,bottom,outgoing_down,substrate,-16,-1,-16,-1,p,-7.5417362877266547e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,9.6344289566909291e-01+7.0930927747454298e-03j,-9.6344289566909291e-01-7.0930927747454298e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,4.3227710196704932e-14-1.6607333886539423e-13j,0.0000000000000000e+00+0.0000000000000000e+00j,4.3227710196704932e-14-1.6607333886539423e-13j,-9.1112916945388411e-01-1.9386788915252395e-01j,-7.1582315339262749e-14+1.4293379838012787e-13j,1.2244941029541834e-23,1.122590498775743e-24,dtn_port_modal_amplitudes,0.0,1.122590498775743e-24
344,bottom,outgoing_down,substrate,-16,0,-16,0,s,-7.5417362877266547e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,9.9568291938154962e-01+6.8634197786529702e-03j,-9.9568291938154962e-01-6.8634197786529702e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,7.3781615437308473e-05-1.6641402926037145e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,7.3781615437308473e-05-1.6641402926037145e-05j,-8.0460560922185287e-01-4.7365181113999877e-01j,-6.7247332274136023e-05-2.1557029641105607e-05j,2.4695775774057067e-06,2.2640569012923982e-07,dtn_port_modal_amplitudes,0.0,2.2640569012923982e-07
345,bottom,outgoing_down,substrate,-16,0,-16,0,p,-7.5417362877266547e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,9.9568291938154962e-01+6.8634197786529702e-03j,-9.9568291938154962e-01-6.8634197786529702e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-3.3193607968442751e-14-9.7352648103982595e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.3193607968442751e-14-9.7352648103982595e-14j,-8.0460560922185287e-01-4.7365181113999877e-01j,-1.9403494932006094e-14+9.4052699269589580e-14j,4.567046577974084e-24,4.186972467675339e-25,dtn_port_modal_amplitudes,0.0,4.186972467675339e-25
346,bottom,outgoing_down,substrate,-16,1,-16,1,s,-7.5417362877266547e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,9.6344289566909291e-01+7.0930927747454298e-03j,-9.6344289566909291e-01-7.0930927747454298e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-1.2209555542354260e-15+2.9945301929714822e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.2209555542354260e-15+2.9945301929714822e-16j,-9.1112916945388411e-01-1.9386788915252395e-01j,1.1705025448221185e-15-3.6136304713996562e-17j,6.571349856037502e-28,6.024475654657414e-29,dtn_port_modal_amplitudes,0.0,6.024475654657414e-29
347,bottom,outgoing_down,substrate,-16,1,-16,1,p,-7.5417362877266547e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,9.6344289566909291e-01+7.0930927747454298e-03j,-9.6344289566909291e-01-7.0930927747454298e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,3.0398021158428726e-14-8.3122048996662854e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,3.0398021158428726e-14-8.3122048996662854e-15j,-9.1112916945388411e-01-1.9386788915252395e-01j,-2.9307993389222328e-14+1.6802921501651109e-15j,4.129462049899247e-25,3.785804154620212e-26,dtn_port_modal_amplitudes,0.0,3.785804154620212e-26
348,bottom,outgoing_down,substrate,-16,2,-16,2,s,-7.5417362877266547e-01+0.0000000000000000e+00j,5.0265482457436694e-01+0.0000000000000000e+00j,8.5949910618359893e-01+7.9508981370487678e-03j,-8.5949910618359893e-01-7.9508981370487678e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-3.8297363371012992e-17+2.8125190582523783e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.8297363371012992e-17+2.8125190582523783e-16j,-6.2344004098962424e-01+6.8139823322705440e-01j,-1.6776844193124009e-16-2.0143945543435899e-16j,2.937816536473813e-29,2.6933285534288624e-30,dtn_port_modal_amplitudes,0.0,2.6933285534288624e-30
349,bottom,outgoing_down,substrate,-16,2,-16,2,p,-7.5417362877266547e-01+0.0000000000000000e+00j,5.0265482457436694e-01+0.0000000000000000e+00j,8.5949910618359893e-01+7.9508981370487678e-03j,-8.5949910618359893e-01-7.9508981370487678e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-1.0833205437751417e-15+1.7659054455271723e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.0833205437751417e-15+1.7659054455271723e-14j,-6.2344004098962424e-01+6.8139823322705440e-01j,-1.1357463102066419e-14-1.1747534337979563e-14j,1.1413561983639985e-25,1.0463714124151793e-26,dtn_port_modal_amplitudes,0.0,1.0463714124151793e-26
350,bottom,outgoing_down,substrate,-16,3,-16,3,s,-7.5417362877266547e-01+0.0000000000000000e+00j,7.5398223686155030e-01+0.0000000000000000e+00j,6.5035265067191206e-01+1.0507821925673596e-02j,-6.5035265067191206e-01-1.0507821925673596e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-2.6099487635161523e-16-6.5505912569258053e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.6099487635161523e-16-6.5505912569258053e-16j,8.7848859858074035e-01+1.9676186484568348e-01j,-1.0039036800742896e-16-6.2681581190331248e-16j,1.3034625565719982e-28,1.1949871199766936e-29,dtn_port_modal_amplitudes,0.0,1.1949871199766936e-29
351,bottom,outgoing_down,substrate,-16,3,-16,3,p,-7.5417362877266547e-01+0.0000000000000000e+00j,7.5398223686155030e-01+0.0000000000000000e+00j,6.5035265067191206e-01+1.0507821925673596e-02j,-6.5035265067191206e-01-1.0507821925673596e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,2.2841334599149954e-16+2.2534724669159706e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,2.2841334599149954e-16+2.2534724669159706e-15j,8.7848859858074035e-01+1.9676186484568348e-01j,-2.4273892475157895e-16+2.0245929053142249e-15j,1.3449091976914455e-27,1.2329845308377244e-28,dtn_port_modal_amplitudes,0.0,1.2329845308377244e-28
352,bottom,outgoing_down,substrate,-15,-4,-15,-4,s,-6.2850992262907335e-01+0.0000000000000000e+00j,-1.0053096491487339e+00+0.0000000000000000e+00j,3.9337616836501510e-01+1.7372150098856932e-02j,-3.9337616836501510e-01-1.7372150098856932e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-2.8375311296868336e-14+4.2639603519713975e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.8375311296868336e-14+4.2639603519713975e-14j,-5.9030731139444470e-01-5.9835571323372472e-01j,4.2263804097676452e-14-8.1919400833808389e-15j,3.6260400757830683e-25,3.324277452568879e-26,dtn_port_modal_amplitudes,0.0,3.324277452568879e-26
353,bottom,outgoing_down,substrate,-15,-4,-15,-4,p,-6.2850992262907335e-01+0.0000000000000000e+00j,-1.0053096491487339e+00+0.0000000000000000e+00j,3.9337616836501510e-01+1.7372150098856932e-02j,-3.9337616836501510e-01-1.7372150098856932e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-1.6929099106437933e-14+1.1761932605363635e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.6929099106437933e-14+1.1761932605363635e-14j,-5.9030731139444470e-01-5.9835571323372472e-01j,1.7031190550940833e-14+3.1864683571622174e-15j,5.87368474688632e-26,5.3848709224084385e-27,dtn_port_modal_amplitudes,0.0,5.3848709224084385e-27
354,bottom,outgoing_down,substrate,-15,-3,-15,-3,s,-6.2850992262907335e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,7.7245036281805524e-01+8.8468983524316175e-03j,-7.7245036281805524e-01-8.8468983524316175e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-1.0885202909632163e-15+7.9221308972161133e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.0885202909632163e-15+7.9221308972161133e-16j,1.1818443212372502e-01+9.0766965141023337e-01j,-8.4771393143287847e-16-8.9438957892181805e-16j,5.834052012389685e-28,5.348536463076144e-29,dtn_port_modal_amplitudes,0.0,5.348536463076144e-29
355,bottom,outgoing_down,substrate,-15,-3,-15,-3,p,-6.2850992262907335e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,7.7245036281805524e-01+8.8468983524316175e-03j,-7.7245036281805524e-01-8.8468983524316175e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,1.3272069210213474e-15+1.0148487432510549e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,1.3272069210213474e-15+1.0148487432510549e-14j,1.1818443212372502e-01+9.0766965141023337e-01j,-9.0546188539363984e-15+2.4040586674787147e-15j,3.371826062963864e-26,3.0912193800489726e-27,dtn_port_modal_amplitudes,0.0,3.0912193800489726e-27
356,bottom,outgoing_down,substrate,-15,-2,-15,-2,s,-6.2850992262907335e-01+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,9.5523809398785875e-01+7.1540172917738737e-03j,-9.5523809398785875e-01-7.1540172917738737e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,1.9392190995147391e-15-1.2050882306051957e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,1.9392190995147391e-15-1.2050882306051957e-15j,-9.2338997753939323e-01-1.1847101330299836e-01j,-1.9334235045441922e-15+8.8302514245547961e-16j,2.1464191832830603e-27,1.9677920667239922e-28,dtn_port_modal_amplitudes,0.0,1.9677920667239922e-28
357,bottom,outgoing_down,substrate,-15,-2,-15,-2,p,-6.2850992262907335e-01+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,9.5523809398785875e-01+7.1540172917738737e-03j,-9.5523809398785875e-01-7.1540172917738737e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-8.5783723710834957e-14-6.4391635629381913e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-8.5783723710834957e-14-6.4391635629381913e-14j,-9.2338997753939323e-01-1.1847101330299836e-01j,7.1583288389343080e-14+6.9621475650466824e-14j,4.737337346711538e-24,4.343091471068396e-25,dtn_port_modal_amplitudes,0.0,4.343091471068396e-25
358,bottom,outgoing_down,substrate,-15,-1,-15,-1,s,-6.2850992262907335e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,1.0497463598945103e+00+6.5099438333246426e-03j,-1.0497463598945103e+00-6.5099438333246426e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-7.1084520147341959e-15+2.0625185373261332e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-7.1084520147341959e-15+2.0625185373261332e-15j,-4.4765507327505527e-01-8.2311952410542111e-01j,4.8798338844305461e-15+4.9278087525363433e-15j,2.511101066311551e-26,2.3021247645914222e-27,dtn_port_modal_amplitudes,0.0,2.3021247645914222e-27
359,bottom,outgoing_down,substrate,-15,-1,-15,-1,p,-6.2850992262907335e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,1.0497463598945103e+00+6.5099438333246426e-03j,-1.0497463598945103e+00-6.5099438333246426e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,1.3049959257644866e-13+1.1350402305284980e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,1.3049959257644866e-13+1.1350402305284980e-14j,-4.4765507327505527e-01-8.2311952410542111e-01j,-4.9076066933243737e-14-1.1249782771315146e-13j,7.86504525632634e-24,7.210508450707939e-25,dtn_port_modal_amplitudes,0.0,7.210508450707939e-25
360,bottom,outgoing_down,substrate,-15,0,-15,0,s,-6.2850992262907335e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,1.0794121505897276e+00+6.3310291980840459e-03j,-1.0794121505897276e+00-6.3310291980840459e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,1.5714003739983928e-05+2.1929718116076084e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,1.5714003739983928e-05+2.1929718116076084e-05j,-1.8781767597327745e-01-9.1966973478076619e-01j,1.7216730380949486e-05-1.8570482343205477e-05j,3.4427399277180263e-07,3.156231723197406e-08,dtn_port_modal_amplitudes,0.0,3.156231723197406e-08
361,bottom,outgoing_down,substrate,-15,0,-15,0,p,-6.2850992262907335e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,1.0794121505897276e+00+6.3310291980840459e-03j,-1.0794121505897276e+00-6.3310291980840459e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,1.6507845629831692e-13-1.1033857385813934e-12j,0.0000000000000000e+00+0.0000000000000000e+00j,1.6507845629831692e-13-1.1033857385813934e-12j,-1.8781767597327745e-01-9.1966973478076619e-01j,-1.0457551215772361e-12+5.5417685000524144e-14j,5.88756015103264e-22,5.397591601767983e-23,dtn_port_modal_amplitudes,0.0,5.397591601767983e-23
362,bottom,outgoing_down,substrate,-15,1,-15,1,s,-6.2850992262907335e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,1.0497463598945103e+00+6.5099438333246426e-03j,-1.0497463598945103e+00-6.5099438333246426e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-4.3000995018402007e-16+3.6030761165122480e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-4.3000995018402007e-16+3.6030761165122480e-15j,-4.4765507327505527e-01-8.2311952410542111e-01j,3.1582584340978007e-15-1.2589857173968256e-15j,6.0353003989542076e-27,5.5330367608776874e-28,dtn_port_modal_amplitudes,0.0,5.5330367608776874e-28
363,bottom,outgoing_down,substrate,-15,1,-15,1,p,-6.2850992262907335e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,1.0497463598945103e+00+6.5099438333246426e-03j,-1.0497463598945103e+00-6.5099438333246426e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,4.3025293340787262e-13+1.7770663345990245e-13j,0.0000000000000000e+00+0.0000000000000000e+00j,4.3025293340787262e-13+1.7770663345990245e-13j,-4.4765507327505527e-01-8.2311952410542111e-01j,-4.6331108867617287e-14-4.3370086581460556e-13j,9.93260684414053e-23,9.106005528655683e-24,dtn_port_modal_amplitudes,0.0,9.106005528655683e-24
364,bottom,outgoing_down,substrate,-15,2,-15,2,s,-6.2850992262907335e-01+0.0000000000000000e+00j,5.0265482457436694e-01+0.0000000000000000e+00j,9.5523809398785875e-01+7.1540172917738737e-03j,-9.5523809398785875e-01-7.1540172917738737e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-1.5401626839078910e-16-2.5159246379614036e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.5401626839078910e-16-2.5159246379614036e-15j,-9.2338997753939323e-01-1.1847101330299836e-01j,-1.5584706264319486e-16+2.3414260583193900e-15j,2.6161491559390123e-27,2.39843064883033e-28,dtn_port_modal_amplitudes,0.0,2.39843064883033e-28
365,bottom,outgoing_down,substrate,-15,2,-15,2,p,-6.2850992262907335e-01+0.0000000000000000e+00j,5.0265482457436694e-01+0.0000000000000000e+00j,9.5523809398785875e-01+7.1540172917738737e-03j,-9.5523809398785875e-01-7.1540172917738737e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-1.2413517338649743e-13+1.0620989816250675e-13j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.2413517338649743e-13+1.0620989816250675e-13j,-9.2338997753939323e-01-1.1847101330299836e-01j,1.2720796922332698e-13-8.3366735701096599e-14j,1.0989874131401701e-23,1.0075285991895451e-24,dtn_port_modal_amplitudes,0.0,1.0075285991895451e-24
366,bottom,outgoing_down,substrate,-15,3,-15,3,s,-6.2850992262907335e-01+0.0000000000000000e+00j,7.5398223686155030e-01+0.0000000000000000e+00j,7.7245036281805524e-01+8.8468983524316175e-03j,-7.7245036281805524e-01-8.8468983524316175e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-1.3597654356641777e-15-1.4364680332139998e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.3597654356641777e-15-1.4364680332139998e-15j,1.1818443212372502e-01+9.0766965141023337e-01j,1.1431353331338542e-15-1.4039859777582690e-15j,1.2593344221051559e-27,1.1545313722832895e-28,dtn_port_modal_amplitudes,0.0,1.1545313722832895e-28
367,bottom,outgoing_down,substrate,-15,3,-15,3,p,-6.2850992262907335e-01+0.0000000000000000e+00j,7.5398223686155030e-01+0.0000000000000000e+00j,7.7245036281805524e-01+8.8468983524316175e-03j,-7.7245036281805524e-01-8.8468983524316175e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,4.8048922924906582e-15-7.0146482159211198e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,4.8048922924906582e-15-7.0146482159211198e-15j,1.1818443212372502e-01+9.0766965141023337e-01j,6.9348467679142100e-15+3.5322326962423744e-15j,2.3269629651873228e-26,2.1333108174389138e-27,dtn_port_modal_amplitudes,0.0,2.1333108174389138e-27
368,bottom,outgoing_down,substrate,-15,4,-15,4,s,-6.2850992262907335e-01+0.0000000000000000e+00j,1.0053096491487339e+00+0.0000000000000000e+00j,3.9337616836501510e-01+1.7372150098856932e-02j,-3.9337616836501510e-01-1.7372150098856932e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-5.5331408328495065e-15+4.6496340833476493e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-5.5331408328495065e-15+4.6496340833476493e-14j,-5.9030731139444470e-01-5.9835571323372472e-01j,3.1087604670779395e-14-2.4136343517626930e-14j,3.0306113518656284e-25,2.7784008929715206e-26,dtn_port_modal_amplitudes,0.0,2.7784008929715206e-26
369,bottom,outgoing_down,substrate,-15,4,-15,4,p,-6.2850992262907335e-01+0.0000000000000000e+00j,1.0053096491487339e+00+0.0000000000000000e+00j,3.9337616836501510e-01+1.7372150098856932e-02j,-3.9337616836501510e-01-1.7372150098856932e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,1.0450475374887612e-14-1.9787921737393132e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,1.0450475374887612e-14-1.9787921737393132e-14j,-5.9030731139444470e-01-5.9835571323372472e-01j,-1.8009208045934750e-14+5.4278532323118755e-15j,6.921936928566052e-26,6.3458865260243276e-27,dtn_port_modal_amplitudes,0.0,6.3458865260243276e-27
370,bottom,outgoing_down,substrate,-14,-4,-14,-4,s,-5.0284621648548189e-01+0.0000000000000000e+00j,-1.0053096491487339e+00+0.0000000000000000e+00j,5.4476672663960024e-01+1.2544433255504734e-02j,-5.4476672663960024e-01-1.2544433255504734e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,6.5802363597459746e-15-2.0204917586345165e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,6.5802363597459746e-15-2.0204917586345165e-14j,5.9171027393865538e-01-6.5420787914212009e-01j,-9.3246228233978029e-15-1.6260299793087532e-14j,9.519533503980252e-26,8.72730855833729e-27,dtn_port_modal_amplitudes,0.0,8.72730855833729e-27
371,bottom,outgoing_down,substrate,-14,-4,-14,-4,p,-5.0284621648548189e-01+0.0000000000000000e+00j,-1.0053096491487339e+00+0.0000000000000000e+00j,5.4476672663960024e-01+1.2544433255504734e-02j,-5.4476672663960024e-01-1.2544433255504734e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,1.0923234762991464e-14-1.4903439169216458e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,1.0923234762991464e-14-1.4903439169216458e-14j,5.9171027393865538e-01-6.5420787914212009e-01j,-3.2865570969107766e-15-1.5964584321113282e-14j,7.198172972350924e-26,6.599133934422749e-27,dtn_port_modal_amplitudes,0.0,6.599133934422749e-27
372,bottom,outgoing_down,substrate,-14,-3,-14,-3,s,-5.0284621648548189e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,8.5955506476730592e-01+7.9503805192518585e-03j,-8.5955506476730592e-01-7.9503805192518585e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,4.0683836471479263e-16-5.5799619535599931e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,4.0683836471479263e-16-5.5799619535599931e-16j,-6.2382447317772660e-01+6.8105278358409060e-01j,1.2622913353984202e-16+6.2517008336094104e-16j,1.7389788351302303e-28,1.594259305275192e-29,dtn_port_modal_amplitudes,0.0,1.594259305275192e-29
373,bottom,outgoing_down,substrate,-14,-3,-14,-3,p,-5.0284621648548189e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,8.5955506476730592e-01+7.9503805192518585e-03j,-8.5955506476730592e-01-7.9503805192518585e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-1.5008060322150494e-14+9.8862384281336117e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.5008060322150494e-14+9.8862384281336117e-15j,-6.2382447317772660e-01+6.8105278358409060e-01j,2.6293451232286729e-15-1.6388558737738384e-14j,1.1777762737725345e-25,1.0797605733100182e-26,dtn_port_modal_amplitudes,0.0,1.0797605733100182e-26
